0 531 569 2.61 276 134 2.796 398 408 -2.829 319 194 1.69 384 256 1.199 318 657 2.005 180 284 -1.885 375 377 -0.624 868 406 1.113 455 137 -1.761 607 333 1.368 302 250 2.076 736 432 -1.132 774 489 -1.02 726 535 -1.233 608 488 -0.251
10 533 567 2.582 276 131 3.029 409 434 -2.849 340 212 1.681 397 254 1.19 330 668 2.107 181 287 -1.997 357 342 -0.585 872 425 0.976 456 141 -2.11 606 331 1.458 295 254 2.115 734 435 -0.922 775 492 -0.963 738 547 -0.851 606 488 -0.112
20 536 563 2.207 280 130 2.985 408 434 -2.875 341 213 1.654 399 255 1.172 330 668 2.219 183 291 -1.848 357 342 -0.498 883 439 0.85 459 147 -2.037 607 326 1.8 295 254 2.202 731 437 -0.724 796 495 -0.94 738 547 -0.46 602 487 0.216
30 535 570 1.781 280 130 3.449 406 434 -2.9 341 213 1.597 403 256 1.137 330 668 2.332 180 284 -2.016 357 342 -0.394 896 453 0.771 460 148 -1.809 608 322 2.11 295 254 2.306 744 428 -0.61 806 495 -0.918 738 547 -0.25 599 486 0.353
40 535 585 1.325 280 129 4.341 405 433 -2.937 341 213 1.527 407 256 1.092 330 668 2.444 170 270 -2.264 357 342 -0.285 910 467 0.74 460 148 -0.997 608 322 2.459 295 254 2.415 759 417 -0.604 810 493 -0.837 738 547 -0.104 610 489 0.064
50 542 600 1.117 282 112 5.044 404 433 -2.984 341 214 1.464 410 257 1.053 330 668 2.557 157 256 -2.413 357 342 -0.173 925 480 0.743 465 146 -0.028 605 322 3.283 295 254 2.527 774 407 -0.63 810 493 -0.735 738 547 0.02 621 486 -0.538
60 547 613 1.29 290 95 5.285 403 433 -3.039 341 214 1.425 412 258 1.022 330 668 2.669 142 244 -2.463 357 342 -0.061 939 493 0.756 478 151 0.689 595 315 4.113 295 254 2.639 788 396 -0.707 810 493 -0.626 738 547 0.136 628 477 -1.245
70 549 631 1.536 299 81 5.255 401 433 -3.102 341 214 1.395 413 260 0.993 330 668 2.782 127 232 -2.461 357 342 0.05 952 506 0.78 486 164 1.235 591 299 4.632 295 254 2.751 801 385 -0.703 810 493 -0.515 738 547 0.25 627 462 -1.852
80 549 648 1.655 306 67 5.101 400 433 -3.149 341 215 1.368 414 261 0.942 330 668 2.894 112 220 -2.452 357 342 0.163 965 519 0.808 488 181 1.539 592 279 4.833 295 254 2.864 809 379 -0.452 810 493 -0.403 738 547 0.363 620 447 -2.195
90 546 653 2.19 311 52 4.898 399 434 -3.189 341 215 1.343 412 266 0.904 329 668 2.998 97 207 -2.45 357 342 0.275 969 525 1.248 489 198 1.662 595 260 4.889 295 254 2.976 824 376 -0.091 810 493 -0.291 738 547 0.469 609 438 -2.561
