0 200 337 1.975 563 485 1.429 147 559 0.267 42 379 1.662 795 82 -0.899 143 422 -1.746 458 434 -0.224 225 378 -1.493 319 500 2.347 365 60 -0.914 171 225 0.809 418 72 2.169 720 187 -0.969 874 418 2.778 251 601 1.003 796 241 1.54
10 150 340 2.014 562 480 1.617 142 557 0.124 42 376 1.539 817 80 -0.898 145 442 -1.773 457 433 0.233 243 392 -1.52 322 498 2.776 370 72 -0.915 167 222 0.618 430 76 2.142 717 190 -0.939 874 417 2.51 271 614 1.396 795 235 1.286
20 150 340 2.101 563 477 1.539 137 557 0 41 370 1.393 827 68 -0.857 144 441 -1.833 453 432 0.209 243 391 -1.579 324 497 3.182 370 71 -0.922 166 220 0.838 430 77 2.083 715 192 -0.74 876 415 2.327 267 628 2.02 794 231 1.246
30 150 340 2.204 563 478 1.414 137 557 0.414 41 368 1.957 834 64 -0.346 144 440 -1.904 449 431 0.709 243 391 -1.651 318 496 3.202 371 69 -0.937 166 221 0.922 430 78 2.011 724 189 -0.25 878 414 2.492 261 636 2.487 798 240 0.922
40 150 340 2.314 563 479 1.32 137 557 1.291 41 368 2.886 848 64 0.231 143 439 -1.976 454 436 0.924 243 391 -1.725 304 499 2.823 371 68 -0.954 166 221 1.598 430 79 1.936 736 186 -0.407 873 418 2.336 249 640 3.096 810 249 0.429
50 150 340 2.425 563 480 1.237 137 557 2.33 41 368 3.942 866 71 0.5 143 438 -2.041 459 440 0.549 243 390 -1.777 291 506 2.409 372 67 -0.972 166 221 2.567 430 80 1.86 749 177 -0.736 867 428 1.938 233 637 3.466 825 252 0.05
60 150 340 2.537 564 481 1.158 133 556 3.376 41 360 4.926 883 82 0.6 142 437 -2.113 476 447 0.285 243 390 -1.811 280 521 2.164 373 65 -0.987 164 220 3.621 430 82 1.783 761 163 -0.949 865 441 1.426 216 630 3.639 842 250 -0.27
70 150 340 2.65 564 482 1.08 118 546 3.94 48 346 5.292 899 94 0.635 142 436 -2.182 482 449 0.486 243 390 -1.84 271 535 2.148 373 63 -1 156 207 4.39 430 83 1.706 771 147 -1.025 871 455 0.974 200 620 3.716 859 243 -0.446
80 150 340 2.762 566 483 1.003 106 530 4.145 53 335 4.977 915 106 0.647 141 434 -2.225 485 451 0.803 243 389 -1.866 262 549 2.215 374 62 -1.012 153 193 4.486 430 84 1.629 781 131 -1.016 885 468 0.683 181 614 3.749 874 236 -0.388
90 150 340 2.875 568 486 0.926 96 514 4.212 53 318 4.575 930 112 0.661 140 434 -2.281 485 452 0.942 243 389 -1.892 253 562 2.307 375 60 -1.024 148 176 4.387 430 85 1.552 791 115 -1.008 899 479 0.63 172 610 3.805 892 230 -0.302
100 150 340 2.987 569 487 0.848 87 497 4.215 49 301 4.456 943 122 0.79 139 433 -2.348 486 452 0.991 242 389 -1.917 242 576 2.362 376 59 -1.035 141 159 4.29 430 86 1.475 801 99 -0.965 913 490 0.672 171 608 3.843 910 225 -0.221
110 137 341 3.218 570 488 0.771 78 479 4.206 48 288 4.721 955 136 0.923 130 425 -2.568 486 453 1.008 241 385 -2.019 231 589 2.394 377 57 -1.041 135 145 4.302 430 87 1.397 812 83 -0.948 927 502 0.773 170 607 3.863 916 224 -0.181
120 120 337 3.486 570 488 0.694 71 474 4.203 51 272 5.016 966 151 0.991 128 424 -2.867 486 453 1.014 235 375 -2.117 231 589 2.41 378 56 -1.046 134 138 4.823 431 88 1.32 823 68 -0.945 940 516 0.844 168 606 3.872 920 223 -0.166
130 103 329 3.613 571 489 0.617 69 480 4.206 58 254 5.161 968 151 1.026 128 424 -2.99 486 453 1.016 225 359 -2.172 229 590 2.426 379 54 -1.051 140 124 5.337 431 90 1.243 828 64 -0.518 952 531 0.864 167 604 3.877 921 223 -0.161
140 86 320 3.649 572 490 0.54 68 483 4.221 67 237 5.214 969 151 1.041 128 424 -3.037 487 454 1.017 214 345 -2.221 228 592 2.421 380 52 -1.056 154 111 5.604 431 91 1.166 841 62 0.094 957 537 1.188 165 603 3.881 922 223 -0.16
150 69 311 3.616 573 490 0.462 69 484 4.242 77 220 5.221 970 152 1.048 127 424 -3.056 487 454 1.017 203 335 -2.474 225 594 2.399 381 51 -1.056 170 99 5.703 432 92 1.089 858 67 0.445 957 549 1.815 163 602 3.885 922 223 -0.159
160 60 306 3.745 574 491 0.385 69 484 4.266 86 203 5.202 971 151 1.052 127 424 -3.065 487 455 1.018 188 326 -2.641 224 595 2.387 382 49 -1.043 186 89 5.738 432 93 1.018 875 77 0.583 949 564 2.236 162 600 3.888 923 223 -0.163
170 53 297 4.323 576 491 0.308 69 484 4.291 95 186 5.185 971 151 1.056 126 424 -3.068 487 455 1.018 172 319 -2.741 223 596 2.382 383 48 -1.022 202 79 5.75 433 94 0.943 892 89 0.632 936 577 2.426 161 599 3.892 923 223 -0.169
180 52 281 4.781 577 491 0.231 69 484 4.316 104 168 5.184 970 151 1.06 126 424 -3.069 488 456 1.018 155 312 -2.738 222 598 2.38 388 41 -0.783 218 69 5.759 441 102 0.692 899 95 0.649 920 590 2.498 159 598 3.895 924 223 -0.173
190 55 263 5.003 579 492 0.147 69 484 4.334 112 152 5.216 970 150 1.063 125 424 -3.067 488 456 1.018 143 306 -2.684 220 599 2.379 400 35 -0.242 233 60 5.782 456 110 0.363 903 98 0.655 904 601 2.524 158 597 3.898 924 223 -0.175
200 62 245 5.099 590 491 -0.257 69 484 4.342 121 139 5.37 970 150 1.066 125 424 -3.064 491 460 1.013 128 299 -2.638 219 600 2.377 418 34 0.081 246 51 5.862 474 115 0.223 907 101 0.657 887 613 2.533 156 596 3.902 925 223 -0.175
210 70 226 5.137 599 485 -0.901 69 484 4.347 133 126 5.537 970 150 1.07 124 424 -3.064 493 464 0.991 112 289 -2.611 217 602 2.374 437 37 0.201 260 45 6.04 480 118 0.61 911 104 0.658 872 624 2.552 155 594 3.905 925 222 -0.176
220 78 209 5.152 603 474 -1.628 69 484 4.351 148 114 5.62 970 150 1.073 124 424 -3.066 496 468 0.962 95 279 -2.59 216 603 2.371 454 41 0.196 278 41 6.145 487 129 1.234 914 106 0.658 856 634 2.58 154 593 3.908 926 222 -0.175
230 87 191 5.171 598 464 -2.282 69 484 4.354 163 103 5.666 970 150 1.077 123 424 -3.068 499 472 0.93 78 269 -2.577 215 604 2.369 470 43 0.039 296 38 6.203 489 147 1.616 914 106 0.658 842 642 2.688 152 592 3.912 926 222 -0.173
240 95 175 5.2 596 462 -2.304 69 484 4.358 180 91 5.684 970 150 1.08 123 424 -3.068 501 475 0.831 69 263 -2.424 213 606 2.368 474 43 0.274 315 37 6.237 486 166 1.756 914 106 0.658 825 648 2.814 151 591 3.915 927 222 -0.17
