0 1036 310 -1.985 921 377 1.478 57 364 1.945 668 68 -1.807 708 494 -1.54 247 76 -0.203 731 66 1.503 293 209 1.862 309 158 -1.615 101 201 2.604 87 320 -1.438 140 346 0.918 261 174 0.215 765 154 0.211 315 160 -1.11 172 516 2.922
10 1038 318 -1.883 934 401 1.322 62 382 1.985 664 67 -1.904 694 513 -1.152 269 85 -0.472 723 74 1.433 286 231 1.901 338 201 -1.575 115 215 2.996 88 327 -1.465 145 347 0.958 258 175 0.188 791 168 0.123 331 126 -1.105 175 514 2.452
20 1038 318 -1.771 941 413 0.895 62 382 2.072 664 68 -1.912 702 507 -0.462 277 76 -1.029 724 74 1.356 286 231 1.988 338 201 -1.489 109 212 3.788 88 326 -1.524 145 347 1.045 258 175 0.128 804 168 -0.189 332 125 -1.104 180 509 2.339
30 1038 318 -1.658 955 425 0.607 62 382 2.175 664 67 -1.878 718 501 -0.256 281 60 -1.524 724 76 1.285 286 231 2.092 338 201 -1.385 97 198 4.186 88 325 -1.595 145 347 1.148 259 175 0.069 819 161 -0.552 333 124 -1.103 171 515 2.602
40 1038 318 -1.546 972 435 0.502 62 382 2.285 663 66 -1.829 734 498 -0.208 281 55 -1.32 724 77 1.221 286 231 2.201 338 201 -1.276 94 187 4.689 88 323 -1.67 145 347 1.258 259 175 0.031 834 149 -0.728 337 119 -1.101 177 513 2.7
50 1038 318 -1.433 989 444 0.471 62 382 2.396 663 64 -1.79 745 497 0.05 288 47 -0.688 725 78 1.152 286 231 2.312 338 201 -1.164 98 172 5.183 88 322 -1.747 145 347 1.369 259 175 0.002 848 136 -0.783 339 115 -1.1 180 512 2.947
60 1038 318 -1.321 1001 450 0.555 62 382 2.508 663 63 -1.744 756 500 0.425 303 40 -0.277 725 79 1.077 286 231 2.425 338 201 -1.052 109 157 5.417 88 321 -1.824 145 347 1.481 260 175 -0.031 862 122 -0.788 340 112 -1.099 164 519 2.609
70 1038 318 -1.208 1005 456 1.133 62 382 2.62 662 61 -1.719 771 510 0.701 305 39 -0.113 726 80 1.001 286 231 2.537 338 201 -0.94 122 143 5.509 88 320 -1.901 145 347 1.594 260 175 -0.091 876 108 -0.787 341 111 -1.097 149 529 2.522
80 1038 318 -1.096 1006 471 1.728 62 382 2.733 662 59 -1.699 783 523 0.858 306 38 -0.055 727 81 0.924 286 231 2.649 338 201 -0.827 136 130 5.541 88 320 -1.981 145 347 1.706 260 175 -0.162 886 98 -0.709 341 111 -1.096 133 541 2.534
90 1038 318 -0.983 1000 488 2.03 62 382 2.845 662 57 -1.686 794 536 0.953 306 37 -0.035 727 82 0.847 286 231 2.762 338 201 -0.715 150 117 5.552 88 321 -2.042 145 347 1.818 261 175 -0.236 892 96 -0.144 341 110 -1.098 128 544 2.877
100 1038 318 -0.871 990 505 2.145 62 382 2.958 662 56 -1.675 803 550 1.054 307 36 -0.028 728 83 0.77 286 231 2.874 338 201 -0.602 163 104 5.558 87 320 -2.088 145 347 1.931 261 175 -0.288 907 99 0.398 341 110 -1.1 117 542 3.543
110 1037 319 -0.909 979 522 2.185 63 382 3.128 662 54 -1.659 811 566 1.111 307 35 -0.025 729 83 0.693 286 231 2.936 338 201 -0.528 176 92 5.578 80 311 -2.24 147 343 2.054 261 175 -0.323 922 109 0.7 341 109 -1.101 104 532 3.979
120 1034 323 -1.127 967 538 2.199 66 382 3.474 662 50 -1.417 819 581 1.186 308 34 -0.022 736 87 0.456 286 231 2.98 338 201 -0.525 187 81 5.658 68 300 -2.509 151 337 2.296 262 175 -0.351 936 122 0.823 342 109 -1.099 93 516 4.174
