0 269 574 -1.471 828 592 -0.828 789 249 -1.964 699 280 1.593 407 364 1.431 347 465 0.843 465 409 1.309 390 314 -0.844 590 288 -0.088 174 479 -1.468 612 467 2.368 664 356 -2.759 399 52 -2.723 612 279 -2.719 602 291 0.919 316 398 2.865
10 294 564 -1.677 827 593 -0.98 791 254 -2.022 711 292 1.985 408 367 1.422 346 462 1.282 493 413 1.336 388 310 -0.805 592 353 -0.115 186 480 -1.737 613 464 2.004 682 375 -2.392 402 49 -2.33 591 233 -2.679 598 293 0.958 318 397 2.987
20 290 553 -2.179 825 595 -1.285 792 257 -1.892 711 292 2.763 408 368 1.41 345 456 1.82 493 415 1.388 388 310 -0.718 591 354 -0.175 180 469 -2.277 614 460 1.63 686 382 -1.846 402 49 -1.461 591 233 -2.592 598 293 1.045 324 397 3.17
30 279 546 -2.8 825 598 -1.621 792 257 -1.113 711 292 3.176 408 368 1.403 346 454 2.749 493 416 1.426 388 310 -0.615 591 354 -0.246 168 462 -2.858 615 467 1.348 686 382 -1.615 409 42 -0.575 591 232 -2.489 596 292 1.149 326 397 3.099
40 266 546 -3.396 825 596 -1.449 804 249 -0.439 711 292 3.393 408 369 1.374 346 455 3.153 493 418 1.455 388 310 -0.505 591 354 -0.321 150 461 -3.191 621 477 0.754 686 380 -1.536 426 37 -0.125 591 231 -2.379 594 291 1.258 326 397 3.08
50 251 554 -3.782 825 596 -0.679 820 243 -0.314 711 292 3.542 408 369 1.348 345 455 3.271 493 419 1.482 388 310 -0.394 591 354 -0.397 131 464 -3.324 631 481 0.045 686 378 -1.51 446 36 0.047 591 230 -2.268 591 290 1.37 326 397 3.057
60 236 567 -3.917 825 596 0.321 836 237 -0.429 711 292 3.668 408 369 1.295 344 455 3.267 494 421 1.507 388 310 -0.282 591 354 -0.474 112 468 -3.368 639 479 -0.665 686 377 -1.519 465 38 0.106 590 229 -2.164 589 289 1.482 326 397 3.033
70 223 581 -3.949 828 603 1.313 852 229 -0.484 711 291 3.783 408 370 1.255 342 455 3.216 494 422 1.533 388 310 -0.169 591 354 -0.551 93 472 -3.372 642 471 -1.341 687 375 -1.559 474 39 0.337 590 228 -2.077 586 288 1.594 326 397 3.008
80 211 594 -3.949 828 623 1.748 869 220 -0.487 710 291 3.881 408 370 1.225 341 455 3.154 494 424 1.558 388 310 -0.057 587 357 -0.628 84 474 -3.14 642 457 -1.772 687 374 -1.585 483 46 0.959 590 223 -1.996 583 283 1.707 326 397 2.983
90 205 606 -3.907 823 638 1.98 885 212 -0.44 709 290 3.966 408 370 1.198 340 455 3.103 494 426 1.573 388 310 0.055 588 357 -0.706 73 470 -2.525 637 445 -2.041 686 372 -1.597 487 62 1.486 590 215 -1.918 584 275 1.819 326 396 2.957
100 198 611 -3.424 816 647 2.505 902 204 -0.421 709 289 4.049 409 371 1.18 338 455 3.067 494 428 1.58 388 310 0.167 588 357 -0.783 64 457 -2.001 632 436 -2.162 686 370 -1.605 487 81 1.705 590 211 -1.841 585 271 1.932 326 396 2.932
110 188 610 -2.817 800 653 2.918 919 197 -0.377 708 288 4.129 410 374 1.124 337 455 3.037 494 430 1.585 381 308 0.223 587 359 -0.86 58 438 -1.78 629 432 -2.23 686 369 -1.644 485 98 1.77 590 210 -1.763 585 270 2.044 326 396 2.91
