0 744 126 2.134 460 475 1.366 460 330 -2.841 364 46 2.987 772 190 2.033 357 512 1.138 469 566 -0.341 685 246 -0.239 579 588 -2.399 620 74 -2.617 814 83 0.279 537 631 -1.829 275 277 -0.206 333 208 2.854 659 171 -0.859 205 215 3.108
10 742 123 2.118 459 473 1.519 462 340 -3.11 372 46 3.379 791 209 2.028 356 511 1.432 465 566 0.074 681 245 0.16 591 600 -2.458 617 78 -2.613 809 81 0.332 536 632 -1.864 272 277 -0.082 338 207 3.094 676 175 -1.104 209 208 3.5
20 742 123 2.14 459 471 1.636 451 344 -3.706 372 46 4.248 791 209 2.045 356 507 1.277 460 564 0.526 676 245 0.027 591 600 -2.505 602 70 -2.617 805 80 0.386 537 633 -1.834 266 276 0.37 342 208 3.588 678 163 -1.643 205 201 4.284
30 742 123 2.203 459 472 1.464 445 353 -4.417 368 47 5.265 791 209 2.124 354 503 1.016 462 565 0.568 679 245 -0.053 591 600 -2.562 595 69 -2.319 814 83 0.216 537 635 -1.823 265 276 0.743 344 209 4.022 672 150 -2.18 201 184 4.642
40 742 123 2.298 460 474 0.989 446 364 -5.167 380 39 5.973 791 209 2.225 357 510 1.157 462 566 1.236 691 241 -0.485 591 600 -2.632 591 71 -1.835 808 82 0.07 537 637 -1.85 265 276 1.582 344 209 4.872 659 136 -2.46 201 168 4.642
50 742 123 2.405 457 472 0.47 458 375 -5.738 399 37 6.28 791 209 2.333 359 516 1.282 463 570 1.585 702 232 -0.919 591 600 -2.707 586 61 -1.571 805 83 -0.206 537 640 -1.903 265 276 2.607 344 209 5.901 643 125 -2.553 198 150 4.5
60 742 123 2.515 451 470 0.004 475 382 -5.966 418 38 6.388 791 209 2.444 361 528 1.463 462 575 1.657 706 219 -1.458 591 600 -2.783 585 55 -1.387 816 78 -0.543 538 644 -1.971 259 274 3.646 359 212 6.69 628 115 -2.61 193 131 4.442
70 742 123 2.627 455 469 -0.25 481 386 -5.606 436 40 6.407 791 209 2.556 361 544 1.736 462 580 1.644 703 204 -1.868 591 600 -2.86 586 54 -1.286 828 67 -0.867 538 649 -2.045 247 260 4.159 374 221 6.932 616 109 -2.687 188 112 4.414
80 742 123 2.739 459 468 -0.221 487 396 -4.992 453 42 6.363 791 209 2.668 355 563 1.917 462 585 1.632 702 203 -2.049 591 600 -2.937 586 52 -1.217 832 65 -0.504 539 653 -2.122 239 245 4.213 388 231 6.867 613 107 -2.721 184 102 4.541
90 742 123 2.852 460 468 -0.16 487 399 -4.649 469 40 6.27 791 209 2.781 348 580 1.979 462 589 1.537 702 201 -2.115 590 600 -3.014 587 51 -1.17 845 63 0.09 539 657 -2.198 230 230 4.178 404 241 6.775 612 107 -2.734 186 92 5.134
100 742 123 2.964 461 468 -0.129 487 400 -4.53 474 39 6.574 791 209 2.893 340 598 1.969 462 594 1.51 700 200 -2.138 590 600 -3.091 587 49 -1.137 862 68 0.456 539 662 -2.275 220 213 4.149 421 248 6.726 610 106 -2.74 197 80 5.65
110 742 123 3.062 461 468 -0.115 487 400 -4.49 478 42 7.214 795 209 2.849 333 616 1.969 462 598 1.533 699 198 -2.145 590 600 -3.158 588 48 -1.091 878 78 0.61 539 665 -2.352 210 198 4.154 439 255 6.713 608 106 -2.74 214 71 5.871
120 742 123 3.117 461 468 -0.108 487 401 -4.478 482 53 7.576 797 208 3.254 326 634 1.964 462 603 1.557 699 197 -2.137 591 600 -3.203 588 47 -1.024 894 90 0.665 538 666 -2.43 200 181 4.209 457 263 6.701 607 105 -2.739 233 64 5.952
130 742 123 3.116 461 468 -0.104 487 401 -4.476 486 71 7.724 797 208 3.914 319 648 2.005 462 608 1.576 698 195 -2.138 591 600 -3.191 589 46 -0.951 910 103 0.685 538 667 -2.489 192 165 4.263 474 271 6.692 605 104 -2.731 251 58 5.977
140 743 123 3.103 461 468 -0.1 487 402 -4.478 488 89 7.797 797 208 4.867 314 654 2.531 462 613 1.635 697 194 -2.138 592 599 -3.167 590 45 -0.882 925 116 0.691 538 666 -2.526 184 147 4.302 481 274 7.039 604 104 -2.713 270 52 5.983
150 743 123 3.052 461 468 -0.096 486 402 -4.48 488 107 7.844 804 203 5.756 300 657 3.151 462 617 1.69 696 192 -2.136 592 599 -3.21 591 44 -0.827 940 128 0.694 537 666 -2.555 176 129 4.308 487 287 7.584 603 103 -2.681 289 46 5.982
160 744 123 3.059 461 468 -0.093 486 403 -4.484 488 126 7.875 822 197 6.072 282 653 3.449 461 622 1.719 695 191 -2.127 593 599 -3.256 592 43 -0.778 955 141 0.711 537 667 -2.582 170 115 4.355 489 305 7.893 603 103 -2.649 308 40 5.986
170 744 123 3.136 461 468 -0.09 486 403 -4.487 488 145 7.886 839 194 6.124 263 646 3.557 460 627 1.739 694 189 -2.124 592 600 -3.322 593 42 -0.725 967 150 0.789 535 668 -2.6 170 107 4.877 488 312 8.01 602 103 -2.615 325 35 6.02
180 744 123 3.235 461 468 -0.086 486 403 -4.49 488 164 7.89 855 190 5.944 246 638 3.586 459 632 1.759 693 188 -2.122 592 600 -3.395 598 38 -0.629 977 161 0.975 534 669 -2.608 177 94 5.451 487 316 8.043 597 99 -2.47 341 32 6.175
190 744 123 3.344 458 468 0.034 486 404 -4.504 488 183 7.891 871 183 5.757 229 630 3.575 458 637 1.767 692 186 -2.12 592 600 -3.471 610 33 -0.183 987 175 1.102 534 668 -2.613 192 82 5.719 486 321 8.033 591 92 -1.952 359 32 6.343
200 744 123 3.454 457 468 0.138 486 406 -4.53 489 202 7.892 887 172 5.701 211 622 3.557 457 642 1.77 691 185 -2.126 591 600 -3.547 628 33 0.136 996 191 1.168 533 668 -2.617 209 73 5.829 485 326 8.008 590 84 -1.553 378 34 6.421
210 744 123 3.566 455 468 0.381 485 408 -4.562 489 221 7.894 903 161 5.694 193 614 3.553 456 649 1.835 690 183 -2.129 591 600 -3.624 646 37 0.252 1004 208 1.213 533 668 -2.621 227 65 5.869 485 330 7.978 592 68 -1.387 397 37 6.448
220 744 123 3.679 461 471 0.499 485 408 -4.594 489 239 7.901 918 151 5.711 176 606 3.582 455 649 1.951 689 181 -2.13 591 600 -3.702 663 41 0.249 1010 226 1.25 533 668 -2.624 246 57 5.883 484 335 7.945 596 53 -1.227 416 40 6.439
230 745 125 3.791 474 476 0.175 485 408 -4.627 488 244 7.904 934 141 5.749 163 599 3.735 454 650 2.041 688 180 -2.14 592 600 -3.716 679 45 0.158 1016 244 1.281 532 667 -2.628 263 50 5.9 484 335 7.912 602 44 -0.703 432 42 6.338
240 746 127 3.904 477 476 -0.21 485 408 -4.656 488 249 7.905 942 139 6.188 149 587 3.902 453 650 2.12 687 178 -2.153 592 599 -3.736 692 42 -0.071 1021 263 1.293 532 667 -2.631 281 43 5.927 484 336 7.879 614 39 -0.137 450 42 6.214
