0 673 559 913 369 643 353 49 356 428 146 800 60 722 484 700 486 955 180 239 68 472 58 385 561 369 163 83 301 93 193 752 52 757 146 1021 307 657 295 412 208
10 671 561 896 352 643 353 35 337 428 146 802 61 749 475 709 456 955 180 222 52 472 58 385 561 371 160 111 279 81 176 763 40 736 132 983 323 657 295 412 208
20 671 561 896 352 643 353 35 337 428 146 802 61 759 483 746 439 955 180 222 52 472 58 385 561 372 160 113 279 88 163 763 40 736 132 983 323 657 295 412 208
30 671 561 896 352 643 353 35 337 428 146 802 61 772 494 749 435 955 180 222 52 472 58 385 561 373 159 114 277 103 145 763 40 736 132 983 323 657 295 412 208
40 671 561 896 352 643 353 35 337 428 146 802 61 787 501 749 435 955 180 222 52 472 58 385 561 373 159 115 277 111 137 763 40 736 132 983 323 657 295 412 208
50 671 561 896 352 643 353 35 337 428 146 802 61 797 510 749 435 955 180 222 52 472 58 385 561 373 159 115 277 129 128 763 40 736 132 983 323 657 295 412 208
60 671 561 896 352 643 353 35 337 428 146 802 61 804 527 749 435 955 180 222 52 472 58 385 561 373 159 115 277 151 124 763 40 736 132 983 323 657 295 412 208
70 671 561 896 352 643 353 35 337 428 146 802 61 805 551 749 435 955 180 222 52 472 58 385 561 374 159 115 276 169 117 763 40 736 132 983 323 657 295 412 208
80 671 561 896 352 643 353 35 337 428 146 802 61 808 570 749 435 955 180 222 52 472 58 385 561 376 159 116 276 184 107 763 40 736 133 983 323 657 295 412 208
90 671 561 896 352 643 353 35 337 428 146 802 61 813 586 749 435 955 180 222 52 472 58 385 561 379 160 116 276 199 97 763 40 735 136 983 323 657 295 412 208
100 671 561 896 352 643 353 35 337 428 146 802 61 815 602 749 435 955 180 226 50 472 58 385 561 382 161 116 276 215 93 763 40 735 136 983 323 657 295 412 208
110 671 561 896 352 643 353 35 338 428 146 802 61 820 618 749 435 955 180 227 50 472 58 385 561 385 162 117 274 228 94 763 40 735 136 983 323 657 295 412 208
120 671 561 896 352 643 353 34 340 428 146 804 58 823 634 749 435 955 180 233 51 472 58 385 561 385 162 117 274 237 95 763 40 736 139 982 323 657 295 412 208
130 671 561 896 352 643 353 34 341 428 146 814 44 826 651 749 435 953 190 252 57 472 58 385 561 387 163 117 274 244 101 759 34 736 141 981 323 657 295 412 208
140 671 561 896 352 643 353 32 337 428 145 814 44 813 665 749 435 954 202 266 62 472 58 385 561 389 165 117 274 250 102 740 25 736 141 981 323 657 295 412 208
150 671 561 896 352 643 353 32 330 429 145 817 43 805 666 749 435 952 211 269 67 472 58 385 561 390 167 117 274 243 107 722 58 736 141 981 323 657 295 412 208
160 671 561 896 352 643 353 39 313 429 145 826 39 796 668 749 435 950 215 269 68 472 58 385 561 392 169 117 274 233 113 727 73 736 141 981 323 657 295 412 208
170 671 561 896 352 643 353 60 296 429 145 829 40 779 668 749 435 949 215 270 69 472 58 385 561 392 169 117 274 230 114 728 75 736 141 981 323 657 295 412 208
180 671 561 896 352 643 353 69 283 429 145 842 46 756 655 749 435 949 215 270 69 472 58 385 561 393 169 117 274 230 114 730 78 736 141 981 323 657 295 412 208
190 671 561 896 352 643 353 69 283 429 144 856 65 738 647 749 435 949 215 270 70 472 58 385 561 393 169 117 274 230 114 731 80 736 141 981 323 657 295 412 209
200 671 561 896 352 643 353 71 282 429 144 869 80 720 645 749 435 949 215 272 70 472 58 385 561 393 169 117 274 230 114 734 86 736 141 981 323 657 295 412 209
210 671 561 896 352 643 353 72 281 429 144 881 92 703 644 749 435 949 215 282 74 472 58 385 561 393 169 117 274 230 114 735 91 736 141 981 323 657 295 412 209
220 671 561 896 352 643 353 74 281 429 144 895 103 685 641 749 435 949 215 296 82 472 58 385 561 393 169 117 274 229 115 735 91 736 141 981 323 657 295 412 209
230 671 561 896 352 643 353 75 280 429 144 909 113 674 634 749 435 949 215 296 82 472 58 385 561 393 169 119 274 228 115 735 91 736 141 981 323 657 295 412 209
240 671 561 896 352 643 353 77 279 429 144 922 124 665 627 749 435 949 215 296 83 472 58 385 561 393 169 120 273 228 115 735 91 736 141 981 323 657 295 412 209
250 671 561 896 352 643 353 78 278 429 144 935 135 660 621 749 435 949 215 296 83 472 58 385 561 393 169 122 273 227 115 735 91 736 141 981 323 657 295 412 209
260 671 561 896 352 643 353 80 277 429 144 945 147 658 616 749 435 949 215 296 83 472 58 385 561 393 169 124 273 226 116 735 91 736 141 981 323 657 295 412 209
270 671 561 896 352 643 353 81 275 429 144 952 161 658 614 749 435 949 215 295 83 472 58 385 561 393 169 125 273 225 116 735 91 736 141 981 323 657 295 412 209
280 671 561 896 352 643 353 83 274 429 144 961 174 658 614 749 435 949 217 295 83 472 58 385 561 393 169 127 273 225 116 735 91 736 141 981 323 657 295 412 209
290 671 561 896 352 643 353 85 273 429 144 972 186 658 614 749 435 947 221 295 83 472 58 385 561 393 169 129 272 225 116 735 91 736 141 981 323 657 295 412 209
