0 103 394 0.725 232 291 1.609 228 288 1.941 204 106 2.462
10 100 391 0.703 230 238 1.648 224 300 1.981 206 103 2.346
20 97 388 1.14 230 238 1.735 222 301 2.068 208 101 1.822
30 96 387 1.476 230 238 1.839 219 303 2.171 208 101 2.034
40 96 387 2.145 230 238 1.948 215 304 2.281 208 101 2.841
50 93 388 3.086 230 238 2.06 208 305 2.392 207 100 3.852
60 76 383 3.604 230 238 2.172 202 307 2.504 203 91 4.726
70 63 376 3.619 230 238 2.284 196 309 2.616 209 78 5.435
80 53 371 3.728 230 238 2.397 191 312 2.724 224 67 5.75
90 47 362 4.304 230 238 2.509 187 314 2.827 241 58 5.882
100 45 345 4.696 230 238 2.622 185 316 2.919 259 51 5.942
110 46 326 4.852 230 238 2.745 185 316 3.025 277 46 5.983
120 50 306 4.907 231 238 2.813 184 316 3.126 295 40 6.02
130 54 286 4.926 231 238 2.836 183 316 3.213 313 36 6.054
140 58 267 4.932 232 238 2.836 182 316 3.292 330 33 6.138
150 63 248 4.937 232 238 2.855 180 316 3.334 347 32 6.3
160 67 230 4.959 232 238 2.935 178 315 3.353 366 33 6.388
170 72 215 5.091 232 238 3.034 177 315 3.375 386 36 6.424
180 79 198 5.251 232 238 3.126 175 315 3.399 404 38 6.429
190 89 183 5.331 231 238 3.21 174 314 3.417 422 40 6.41
200 101 168 5.381 231 238 3.282 172 314 3.424 439 42 6.333
210 113 153 5.415 232 238 3.489 160 310 3.473 456 40 6.247
220 126 138 5.438 233 238 3.405 142 303 3.535 472 39 6.25
230 139 124 5.462 232 237 3.901 125 295 3.61 477 40 6.788
240 152 110 5.491 222 223 4.196 108 286 3.649 485 50 7.434
250 164 98 5.552 214 206 4.26 91 276 3.674 488 67 7.795
260 178 87 5.678 206 189 4.302 75 266 3.68 488 86 7.941
270 194 77 5.746 198 171 4.339 68 262 3.934 486 104 7.992
280 211 68 5.792 191 152 4.355 63 251 4.559 484 122 7.991
290 227 60 5.832 184 134 4.367 66 236 5.087 483 139 7.969
300 244 53 5.904 178 115 4.367 76 218 5.302 482 158 7.94
310 262 46 5.969 175 107 4.613 85 203 5.361 482 176 7.908
320 279 41 6.023 178 96 5.24 96 188 5.36 483 194 7.875
330 297 37 6.083 191 84 5.688 108 173 5.338 483 212 7.841
340 316 34 6.125 208 75 5.868 118 157 5.308 484 232 7.816
350 332 32 6.236 227 67 5.931 129 141 5.284 485 252 7.806
