0 690 102 1.223 167 519 -2.11 199 211 1.224 179 105 2.276
10 688 99 1.115 161 509 -2.379 199 211 1.054 198 125 2.435
20 687 96 1.11 150 504 -2.951 198 210 0.925 198 125 2.576
30 688 98 1.234 133 505 -3.378 198 210 0.831 198 125 2.698
40 687 94 1.637 114 512 -3.539 198 210 0.829 198 125 2.814
50 687 94 1.888 107 515 -3.334 198 210 0.838 198 125 2.928
60 687 94 2.652 97 513 -2.688 197 209 0.858 198 125 3.041
70 687 94 3.651 85 502 -2.205 197 209 0.936 198 125 3.154
80 686 90 4.702 76 485 -1.976 197 209 1.037 198 125 3.266
90 693 74 5.344 69 466 -1.89 197 209 1.145 198 125 3.379
100 702 64 5.333 63 447 -1.86 197 209 1.256 198 125 3.491
110 710 48 5.136 58 428 -1.849 197 209 1.501 200 126 3.578
120 714 42 5.415 52 409 -1.845 197 209 2.276 204 128 3.605
130 725 36 6.017 47 391 -1.828 197 209 3.278 207 130 3.793
140 743 35 6.391 44 375 -1.75 200 212 4.133 200 120 4.241
150 762 39 6.535 42 357 -1.59 202 219 4.839 194 105 4.499
160 781 45 6.58 43 338 -1.503 203 217 5.036 192 92 4.771
170 799 50 6.576 45 320 -1.451 205 202 4.802 196 82 5.359
180 817 55 6.553 47 301 -1.411 204 186 4.519 210 72 5.857
190 836 61 6.539 51 282 -1.375 199 168 4.377 228 67 6.044
200 854 65 6.55 54 264 -1.341 192 150 4.341 245 63 6.062
210 867 68 6.652 58 247 -1.279 185 131 4.332 261 58 5.942
220 879 73 6.849 64 231 -1.131 178 113 4.332 277 50 5.873
230 891 81 6.98 73 215 -1.048 175 106 4.657 293 41 5.862
240 903 91 7.047 83 198 -1.003 179 94 5.285 308 35 5.982
250 916 101 7.076 94 181 -0.985 192 82 5.69 323 32 6.188
260 929 113 7.089 105 165 -0.976 209 73 5.858 342 32 6.348
270 942 125 7.107 115 149 -0.955 228 66 5.918 361 34 6.418
280 955 137 7.135 127 134 -0.926 246 59 5.939 381 37 6.438
290 967 150 7.167 137 122 -0.818 265 52 5.947 399 40 6.425
300 978 164 7.221 151 109 -0.692 284 46 5.949 416 42 6.348
310 987 177 7.295 165 98 -0.626 302 40 5.962 434 42 6.236
320 997 193 7.373 181 87 -0.582 319 34 6.017 453 40 6.177
