0 721 515 -1.405 324 537 1.411 531 640 0.624 720 174 2.111
10 720 518 -1.17 335 556 1.721 529 639 1.016 732 186 2.503
20 717 522 -0.838 329 573 2.041 528 632 1.655 732 186 3.372
30 717 522 -0.435 319 589 2.162 525 649 1.91 732 186 4.408
40 723 523 0.352 308 605 2.188 520 656 2.389 735 172 5.123
50 735 534 0.952 296 621 2.186 507 662 2.956 744 157 5.32
60 744 550 1.118 286 637 2.171 488 662 3.218 755 142 5.335
70 752 567 1.153 279 644 2.455 469 660 3.306 766 126 5.336
80 759 585 1.173 268 648 3.071 452 657 3.288 777 110 5.306
90 766 602 1.203 251 645 3.516 436 656 3.155 788 94 5.296
100 772 618 1.312 234 635 3.691 418 658 3.078 797 79 5.28
110 775 636 1.422 218 625 3.74 398 661 3.045 804 64 5.234
120 776 644 1.71 202 614 3.736 380 663 3.045 807 58 5.531
130 770 653 2.382 187 604 3.712 361 664 3.067 818 54 6.163
140 755 661 2.864 170 594 3.687 342 665 3.099 834 56 6.613
150 737 663 3.075 153 584 3.678 326 665 3.232 852 65 6.8
160 718 664 3.17 138 575 3.723 308 662 3.34 868 75 6.868
170 698 662 3.209 126 565 3.893 289 658 3.399 884 85 6.89
180 678 661 3.222 114 551 4.066 271 653 3.442 899 95 6.891
190 659 659 3.219 104 536 4.151 253 647 3.478 915 106 6.891
200 640 658 3.197 94 519 4.2 235 640 3.513 931 116 6.899
210 621 657 3.168 85 501 4.221 218 633 3.547 944 124 6.973
220 602 657 3.135 76 484 4.236 202 626 3.609 955 134 7.159
230 583 658 3.102 67 468 4.262 187 616 3.735 966 148 7.285
240 564 659 3.077 59 450 4.293 172 605 3.803 977 163 7.351
250 544 660 3.068 53 435 4.4 157 593 3.849 986 180 7.394
260 524 662 3.064 49 417 4.525 143 581 3.887 995 198 7.412
270 505 663 3.075 46 399 4.592 130 567 3.922 1003 216 7.418
280 486 664 3.1 45 380 4.638 116 554 3.956 1011 233 7.429
290 467 664 3.131 44 361 4.676 105 541 4.047 1019 251 7.453
300 448 664 3.163 43 342 4.71 94 526 4.128 1025 267 7.512
310 429 664 3.192 44 323 4.744 85 510 4.188 1030 284 7.637
320 409 662 3.204 45 305 4.788 76 493 4.25 1033 303 7.705
330 389 661 3.208 47 289 4.903 68 476 4.293 1035 321 7.751
340 369 660 3.209 52 271 5.019 61 459 4.33 1037 339 7.815
350 350 659 3.193 58 253 5.082 55 443 4.415 1036 358 7.889
360 331 658 3.171 65 236 5.125 51 425 4.53 1035 377 7.937
