0 223 155 1.56 426 662 -1.222 827 134 2.215 756 635 1.768
10 235 167 1.952 424 665 -1.014 827 133 2.615 757 630 2.105
20 235 167 2.822 422 668 -1.118 831 131 2.876 760 626 1.915
30 235 167 3.858 422 668 -0.909 834 131 3.316 757 642 1.707
40 232 154 4.716 422 668 -0.768 834 131 4.264 755 650 1.902
50 236 137 4.992 422 668 -0.646 836 127 5.3 748 658 2.534
60 240 122 4.96 422 668 -0.53 852 116 5.845 733 663 3.001
70 242 105 4.791 422 668 -0.416 866 111 5.919 714 663 3.205
80 241 87 4.694 422 668 -0.303 882 103 5.796 694 661 3.279
90 240 71 4.695 422 668 -0.19 892 98 5.881 675 658 3.289
100 241 65 5.191 422 668 -0.078 902 97 6.456 659 656 3.221
110 251 55 5.758 422 668 0.034 917 104 6.903 641 656 3.086
120 269 48 6.005 422 668 0.137 932 117 7.1 621 658 3.018
130 286 43 6.105 419 668 0.151 945 133 7.172 602 661 2.994
140 303 38 6.146 414 668 -0.242 957 148 7.197 583 663 3.001
150 321 35 6.18 412 668 -0.117 969 164 7.206 565 666 3.038
160 339 33 6.213 412 668 0.662 981 180 7.209 548 667 3.143
170 358 32 6.247 412 668 1.667 992 195 7.222 529 668 3.204
180 377 31 6.28 412 668 2.75 1003 210 7.26 515 667 3.247
190 396 32 6.313 410 668 3.522 1011 225 7.404 510 666 3.282
200 415 33 6.347 408 667 3.794 1018 242 7.497 505 665 3.297
210 434 34 6.373 407 666 3.874 1024 259 7.578 500 665 3.302
220 454 36 6.382 406 666 3.861 1028 278 7.63 495 664 3.304
230 473 38 6.389 405 665 3.806 1032 296 7.67 490 663 3.305
240 477 39 6.842 404 664 3.744 1035 314 7.718 486 662 3.301
250 485 50 7.479 403 663 3.703 1036 331 7.827 481 661 3.279
260 487 68 7.837 402 662 3.672 1036 349 7.889 476 661 3.25
270 486 88 7.975 400 662 3.645 1036 367 7.933 473 661 3.218
280 483 106 8.007 399 661 3.62 1034 385 7.97 471 660 3.196
290 481 123 7.946 389 657 3.414 1032 403 8.005 467 660 3.189
300 481 141 7.813 373 655 3.093 1029 419 8.086 462 660 3.186
310 482 160 7.745 354 658 2.924 1025 437 8.146 456 660 3.185
320 485 180 7.718 337 663 2.887 1019 454 8.19 440 659 3.169
330 488 199 7.72 323 665 3.08 1015 469 8.281 425 659 3.142
340 490 217 7.742 306 664 3.372 1008 485 8.39 410 659 3.127
350 491 235 7.798 288 658 3.517 1001 500 8.453 390 659 3.121
360 492 254 7.87 270 650 3.573 995 512 8.502 370 660 3.119
370 491 273 7.917 252 641 3.588 994 513 8.537 350 660 3.119
380 489 292 7.951 235 633 3.576 993 515 8.552 330 661 3.12
390 487 312 7.964 217 625 3.563 992 516 8.559 312 661 3.141
400 485 331 7.964 199 617 3.559 991 518 8.564 296 660 3.273
410 483 350 7.944 182 609 3.573 990 519 8.568 278 656 3.433
420 482 369 7.915 167 602 3.676 989 521 8.571 261 650 3.513
430 481 388 7.883 154 592 3.864 988 522 8.575 243 642 3.563
440 481 407 7.85 141 578 3.973 986 524 8.578 226 634 3.598
450 481 425 7.817 128 564 4.031 985 525 8.581 209 625 3.627
460 482 443 7.755 116 548 4.054 984 527 8.585 193 616 3.659
470 485 458 7.579 104 532 4.067 973 541 8.6 176 607 3.692
480 491 471 7.252 93 517 4.087 962 554 8.628 161 597 3.738
490 502 482 6.939 82 502 4.116 950 568 8.659 148 586 3.862
500 516 490 6.666 74 488 4.224 936 581 8.692 134 573 3.942
510 531 493 6.407 66 471 4.35 922 593 8.725 121 559 3.992
520 547 493 6.152 60 453 4.416 907 605 8.758 109 545 4.031
530 562 489 5.899 55 435 4.46 893 615 8.855 98 530 4.068
540 576 481 5.646 51 416 4.498 877 625 8.933 88 515 4.158
550 587 470 5.389 47 398 4.532 860 633 8.981 79 499 4.239
560 594 457 5.072 44 379 4.566 843 641 9.02 71 482 4.29
570 597 441 4.798 42 362 4.626 825 648 9.055 64 465 4.329
580 596 424 4.566 41 343 4.699 808 654 9.115 57 447 4.365
590 592 405 4.468 42 325 4.765 791 659 9.182 52 431 4.449
600 588 388 4.481 44 307 4.859 772 663 9.234 48 413 4.564
610 586 373 4.64 47 289 4.931 755 665 9.303 46 394 4.626
620 586 371 4.758 52 270 4.978 737 666 9.431 45 375 4.669
630 586 369 4.802 57 252 5.017 718 665 9.5 44 357 4.706
640 586 367 4.819 63 234 5.052 699 663 9.534 45 337 4.736
650 586 365 4.827 69 218 5.104 679 661 9.546 45 318 4.764
660 586 363 4.831 77 201 5.204 660 659 9.534 47 300 4.796
670 587 361 4.832 87 185 5.268 641 657 9.509 49 282 4.857
680 587 359 4.832 97 169 5.312 622 656 9.478 53 266 5.005
690 587 357 4.833 108 154 5.349 604 655 9.42 59 248 5.087
700 587 355 4.833 119 140 5.396 585 656 9.375 66 230 5.138
710 587 353 4.833 131 127 5.521 566 657 9.338 74 213 5.177
720 589 335 4.833 145 115 5.601 546 659 9.319 83 197 5.213
730 591 316 4.831 160 103 5.651 528 662 9.316 93 180 5.247
740 592 298 4.812 176 93 5.69 509 664 9.336 103 164 5.281
750 592 280 4.783 192 82 5.725 490 665 9.365 113 149 5.316
760 592 262 4.752 208 73 5.759 471 666 9.396 123 136 5.451
770 591 247 4.726 224 64 5.793 452 666 9.429 136 123 5.559
780 590 231 4.718 241 55 5.827 433 666 9.462 151 111 5.619
790 589 215 4.768 257 48 5.924 415 665 9.496 166 100 5.662
800 589 199 4.874 275 42 6.001 395 663 9.517 182 89 5.688
810 592 181 4.942 292 38 6.066 375 661 9.525 198 79 5.716
820 595 163 4.98 311 35 6.123 356 659 9.516 214 69 5.748
830 598 147 5.01 328 32 6.193 337 658 9.491 230 60 5.783
840 602 131 5.037 347 32 6.296 317 657 9.472 245 52 5.907
850 607 114 5.046 365 33 6.354 298 656 9.473 263 46 5.994
860 610 101 4.88 385 35 6.388 281 655 9.524 282 42 6.045
870 609 86 4.538 405 37 6.4 265 652 9.694 300 38 6.085
880 604 69 4.339 423 39 6.388 247 645 9.815 319 34 6.121
890 601 58 4.63 442 41 6.363 230 638 9.879 335 32 6.203
900 604 47 5.234 461 42 6.332 213 629 9.923 354 32 6.291
910 612 40 5.947 473 42 6.425 197 620 9.96 373 32 6.344
920 625 39 6.566 480 46 7.033 181 610 9.995 385 33 6.379
930 641 47 6.816 486 59 7.636 165 599 10.029 400 35 6.393
940 656 57 6.911 487 79 7.91 151 589 10.075 420 37 6.398
950 671 68 6.962 485 98 8.003 138 577 10.2 439 39 6.383
960 682 76 6.843 482 115 7.986 125 563 10.28 458 41 6.357
970 693 80 6.371 481 132 7.854 113 549 10.329 473 42 6.374
980 711 76 6.003 482 151 7.777 102 534 10.368 478 44 6.915
990 728 70 5.893 484 171 7.736 91 518 10.404 485 56 7.559
1000 740 66 6.15 486 190 7.723 81 503 10.454 487 75 7.868
