0 246 364 0.044 474 582 -2.172 424 407 2.443 903 538 1.692
10 258 376 0.436 476 569 -1.78 426 405 2.563 903 535 1.457
20 258 376 1.306 476 569 -0.91 427 404 2.329 902 534 1.067
30 258 376 2.342 476 569 0.124 424 411 1.681 909 550 1.192
40 248 378 3.206 480 573 1.133 428 424 1.004 916 568 1.224
50 231 376 3.456 482 589 1.708 442 437 0.661 919 579 1.428
60 215 372 3.418 478 606 1.869 458 448 0.522 918 590 2.022
70 198 368 3.321 475 623 1.915 472 455 0.381 906 602 2.522
80 180 366 3.241 472 639 1.892 489 460 0.323 888 611 2.716
90 163 364 3.26 471 650 1.911 501 467 0.582 871 619 2.768
100 146 362 3.35 467 657 2.392 516 479 0.76 853 625 2.764
110 128 357 3.434 456 663 2.946 526 488 0.609 836 633 2.741
120 111 352 3.443 438 664 3.232 538 492 0.14 819 640 2.711
130 94 347 3.45 420 664 3.335 554 491 -0.221 801 649 2.691
140 75 341 3.454 402 662 3.363 569 485 -0.512 784 657 2.702
150 59 337 3.475 385 658 3.35 581 476 -0.777 769 663 2.83
160 53 334 3.933 370 657 3.223 589 463 -1.034 754 666 3.039
170 48 322 4.549 352 658 3.117 594 449 -1.288 736 666 3.2
180 48 303 4.848 333 659 3.07 597 433 -1.541 716 664 3.27
190 52 284 4.966 317 662 3.082 595 414 -1.717 696 661 3.293
200 57 266 5.008 302 663 3.229 592 395 -1.782 678 658 3.283
210 63 248 5.023 287 661 3.442 588 378 -1.774 661 656 3.207
220 68 230 5.036 269 655 3.578 586 362 -1.629 643 656 3.095
230 74 213 5.061 252 647 3.647 586 344 -1.49 624 658 3.036
240 80 197 5.156 235 637 3.677 586 326 -1.422 604 660 3.012
250 87 183 5.266 218 627 3.687 589 306 -1.391 585 663 3.016
260 96 169 5.399 201 617 3.691 592 287 -1.387 568 666 3.041
270 105 155 5.475 184 606 3.692 595 270 -1.432 553 668 3.162
280 117 142 5.523 167 596 3.695 596 253 -1.573 535 668 3.247
290 129 129 5.561 151 586 3.714 595 234 -1.654 516 666 3.298
300 143 116 5.596 138 577 3.819 593 214 -1.69 496 663 3.322
310 158 105 5.63 126 564 3.991 591 195 -1.675 477 659 3.319
320 173 93 5.664 114 550 4.082 589 177 -1.646 461 657 3.245
330 189 83 5.697 103 534 4.135 590 161 -1.451 442 656 3.135
340 205 73 5.731 93 518 4.174 594 146 -1.199 424 658 3.074
350 220 64 5.776 84 501 4.202 601 130 -1.197 404 660 3.047
360 236 56 5.885 75 485 4.234 604 117 -1.503 385 662 3.042
370 253 50 5.976 66 468 4.267 604 105 -1.554 366 664 3.061
380 272 45 6.029 59 451 4.302 604 90 -1.572 347 665 3.089
390 290 40 6.069 53 435 4.415 604 77 -1.647 330 665 3.169
400 309 37 6.105 49 417 4.535 603 65 -1.506 313 663 3.32
410 327 34 6.139 46 399 4.601 607 54 -0.998 295 659 3.416
420 345 32 6.22 45 380 4.646 618 44 -0.619 277 653 3.468
430 364 31 6.28 44 361 4.684 631 37 -0.278 258 647 3.492
440 382 32 6.323 44 342 4.718 648 35 0.008 240 640 3.515
450 401 33 6.359 44 323 4.752 662 38 0.348 223 633 3.545
460 421 35 6.382 45 304 4.786 675 44 0.453 206 625 3.577
470 441 37 6.39 47 288 4.87 690 50 0.276 189 617 3.622
480 460 39 6.381 51 270 4.984 705 52 -0.008 175 609 3.768
490 472 40 6.443 57 252 5.046 718 48 -0.475 161 597 3.863
500 479 44 7.011 64 234 5.089 732 41 -0.461 147 584 3.917
510 486 57 7.6 71 217 5.126 745 37 -0.144 134 570 3.958
520 487 76 7.874 79 200 5.161 760 38 0.222 121 556 3.994
530 486 95 7.975 87 185 5.243 777 44 0.467 109 542 4.028
540 483 114 7.994 97 169 5.331 792 52 0.473 97 527 4.062
550 481 131 7.929 109 154 5.383 806 58 0.229 87 513 4.124
560 481 149 7.821 121 139 5.423 824 61 0.156 78 497 4.225
570 482 168 7.762 133 125 5.461 842 64 0.172 70 480 4.281
580 485 188 7.735 146 113 5.548 859 68 0.297 62 463 4.323
590 487 206 7.73 160 101 5.603 874 74 0.467 56 446 4.388
600 489 224 7.749 175 89 5.646 889 83 0.668 51 428 4.489
610 492 240 7.806 190 80 5.756 904 97 0.771 48 410 4.546
620 493 256 7.93 206 71 5.826 917 110 0.799 45 391 4.588
630 492 274 7.998 223 63 5.872 930 124 0.798 43 373 4.624
640 490 293 8.035 241 56 5.91 944 138 0.785 42 354 4.658
650 487 313 8.047 259 50 5.945 957 151 0.779 41 336 4.704
660 483 331 8.03 277 44 5.979 969 163 0.879 42 319 4.851
670 481 347 7.902 295 38 6.013 980 179 0.985 46 301 4.945
680 482 366 7.796 311 34 6.091 990 195 1.058 51 282 4.998
690 483 385 7.742 329 32 6.206 999 212 1.101 57 263 5.02
700 486 405 7.722 348 32 6.271 1007 230 1.137 63 245 5.032
710 488 424 7.73 367 32 6.316 1015 247 1.181 69 227 5.056
720 490 443 7.753 386 33 6.353 1022 265 1.22 76 209 5.086
730 492 460 7.724 406 35 6.376 1027 282 1.284 83 193 5.159
740 495 471 7.378 426 36 6.384 1032 300 1.355 91 178 5.299
750 506 483 6.936 445 38 6.379 1035 317 1.43 102 163 5.379
760 520 490 6.617 463 40 6.356 1035 333 1.66 115 148 5.429
770 535 493 6.344 473 41 6.503 1032 352 1.776 127 135 5.468
780 551 492 6.111 481 46 7.122 1028 370 1.798 140 121 5.503
790 566 487 5.866 487 60 7.661 1024 388 1.769 154 108 5.537
800 580 479 5.61 488 79 7.909 1021 407 1.701 168 96 5.573
810 589 468 5.233 485 99 7.997 1019 426 1.668 181 85 5.682
820 594 453 4.931 483 117 8.007 1017 445 1.672 197 76 5.779
830 595 435 4.716 481 133 7.888 1015 460 1.798 214 67 5.834
840 594 416 4.615 481 152 7.785 1011 475 1.988 231 59 5.875
850 592 396 4.576 483 172 7.735 1005 492 2.103 249 52 5.912
860 589 377 4.574 486 191 7.718 996 507 2.165 266 46 5.946
870 587 358 4.595 489 210 7.727 986 522 2.209 283 40 6.008
880 586 342 4.688 491 229 7.753 975 537 2.246 300 37 6.135
890 586 323 4.764 492 246 7.831 964 551 2.28 319 35 6.203
900 587 304 4.81 491 265 7.889 952 564 2.314 338 34 6.249
910 590 284 4.83 490 284 7.931 939 578 2.348 357 34 6.286
920 592 267 4.887 488 304 7.956 928 590 2.415 376 34 6.321
930 596 251 5.077 486 324 7.965 917 599 2.588 396 35 6.339
940 603 242 5.542 484 343 7.956 903 605 2.864 416 36 6.345
950 617 236 6.109 483 361 7.931 885 608 3.059 436 37 6.347
960 630 235 6.123 481 380 7.901 871 610 3.033 455 39 6.34
970 640 231 5.641 481 399 7.868 857 614 2.821 472 39 6.328
980 649 218 5.103 481 418 7.835 842 622 2.583 477 41 6.791
990 653 200 4.85 482 437 7.8 826 634 2.476 485 51 7.449
1000 655 182 4.813 483 452 7.663 812 644 2.483 488 69 7.843
1010 657 167 4.937 488 465 7.361 800 653 2.646 486 88 7.993
1020 663 152 5.224 498 478 7.046 784 658 2.917 483 107 8.028
1030 674 136 5.369 511 487 6.772 765 661 3.055 481 122 7.915
1040 686 122 5.469 526 492 6.513 746 662 3.113 481 141 7.788
1050 696 115 5.831 541 493 6.258 726 662 3.133 483 160 7.727
1060 714 110 6.107 557 491 6.005 706 662 3.14 486 180 7.706
