0 764 611 691 242 911 395 318 164 201 575 432 357 460 628 756 152 469 608 481 76 121 306 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 820 73
10 751 597 657 223 911 395 301 147 201 575 432 357 444 644 738 135 448 600 481 76 113 267 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 807 54
20 751 597 654 221 911 395 301 147 201 575 432 357 439 646 738 135 447 600 481 76 109 253 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 807 54
30 752 598 651 219 911 395 301 147 201 575 432 357 435 646 738 135 447 600 481 76 106 243 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 807 54
40 752 599 649 217 911 395 301 147 201 575 436 355 432 646 738 135 447 600 481 76 107 237 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 807 53
50 753 601 646 215 911 395 301 147 201 575 436 355 421 641 738 135 447 600 481 76 107 236 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 39
60 753 604 643 212 911 395 301 147 201 575 436 355 411 628 738 135 447 600 481 76 107 236 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
70 752 609 641 211 911 395 301 147 201 575 436 355 400 622 738 135 447 600 481 76 107 236 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
80 750 614 639 210 911 395 301 147 201 575 436 355 392 614 738 135 447 600 481 76 113 234 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
90 749 618 636 208 911 395 301 147 201 575 436 355 389 607 738 135 447 600 481 76 119 234 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
100 748 621 633 206 911 395 301 147 201 575 436 355 388 605 738 135 447 600 481 76 123 235 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
110 741 635 634 199 911 395 301 147 201 575 436 355 388 605 738 135 447 600 481 76 123 235 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
120 728 646 634 199 911 395 301 147 201 575 436 355 388 605 738 135 447 600 481 76 123 235 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
130 713 650 634 199 911 395 301 147 201 575 436 355 388 605 738 135 447 600 481 76 123 235 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
140 712 651 632 198 911 395 301 147 201 575 436 355 388 605 738 135 447 603 481 76 123 235 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
150 711 652 630 195 911 395 301 147 201 575 432 355 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
160 710 652 627 192 911 395 301 147 201 575 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
170 710 652 624 188 911 395 301 147 201 575 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
180 710 653 621 183 911 395 301 147 201 575 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 496 505 987 317 252 523 218 407 806 38
190 709 653 617 177 911 395 301 147 201 575 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 496 505 985 318 252 523 218 407 806 38
200 709 653 614 172 911 395 301 147 200 572 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 496 505 982 319 252 523 218 407 806 38
210 708 654 611 169 911 395 301 147 200 565 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 489 512 982 319 252 523 218 407 806 38
220 708 654 608 168 911 395 301 147 201 563 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 484 523 982 319 252 523 218 407 806 38
230 707 654 608 168 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 483 528 982 319 252 523 218 407 806 38
240 707 655 608 168 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 483 529 982 319 252 523 218 407 806 38
250 707 655 608 168 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 978 404 483 529 982 319 252 523 218 407 806 38
260 706 655 608 168 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
270 706 656 608 168 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
280 705 656 608 168 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
290 705 657 608 168 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
300 704 657 608 168 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
310 704 657 608 168 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
320 703 658 607 167 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
330 703 658 607 167 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 76 123 235 67 368 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
340 702 658 607 167 911 395 301 147 201 562 430 356 388 605 738 135 447 605 488 83 123 235 67 368 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
350 702 659 607 167 911 395 301 147 201 562 430 356 388 605 738 135 447 605 492 89 123 235 71 363 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
360 701 659 607 167 911 395 301 147 201 562 430 356 388 605 738 135 447 605 493 92 123 235 73 352 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
370 701 659 607 167 911 395 301 147 201 562 430 356 388 605 738 135 447 605 494 105 123 235 75 349 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
380 701 660 607 167 911 395 301 147 201 562 430 356 388 605 738 135 447 605 481 123 123 235 76 348 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
390 700 660 607 167 911 395 301 147 201 562 430 356 388 605 738 135 447 605 469 139 123 235 77 348 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
400 700 660 607 167 911 395 301 147 202 560 430 356 388 605 738 135 447 605 461 154 123 235 77 347 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
410 699 661 607 167 911 395 301 147 202 560 430 356 388 605 738 135 447 605 454 169 123 235 78 346 393 139 704 53 976 404 483 529 982 319 252 523 218 407 806 38
