0 772 619 1.169 703 622 -0.1 699 250 -1.933 326 172 1.875 685 183 1.714 738 440 -2.026 717 636 -3.138 764 160 -0.746 477 616 2.128 827 84 0.892 129 314 -2.086 376 401 -1.353
10 790 633 1.172 701 582 -0.061 691 274 -1.934 335 195 1.667 684 177 1.754 739 443 -1.812 715 642 -3.165 779 169 -0.753 495 621 2.001 843 105 0.623 134 315 -2.264 374 405 -1.232
20 790 635 1.18 701 582 0.025 691 272 -1.934 338 207 1.162 684 177 1.841 739 445 -1.773 714 642 -3.225 783 165 -0.851 490 637 1.885 853 108 0.026 121 304 -2.478 373 407 -0.686
30 791 636 1.201 701 582 0.129 690 271 -1.94 348 219 0.703 684 177 1.944 739 446 -1.355 713 643 -3.296 794 150 -0.991 487 651 1.895 867 103 -0.603 105 295 -2.572 373 407 -0.296
40 791 637 1.263 701 582 0.238 689 269 -1.955 364 230 0.487 684 177 2.054 745 441 -0.581 712 643 -3.371 803 135 -0.974 482 657 2.452 878 93 -0.818 88 286 -2.608 373 407 0.536
50 791 637 1.346 701 582 0.35 689 267 -1.963 381 238 0.407 684 177 2.165 762 435 -0.257 711 643 -3.447 815 119 -0.931 470 663 2.972 883 90 -0.334 71 276 -2.622 379 419 1.33
60 792 639 1.44 701 582 0.462 688 266 -1.966 398 245 0.412 684 177 2.277 777 430 -0.374 710 643 -3.524 827 103 -0.901 451 663 3.239 895 91 0.322 65 271 -2.302 380 435 1.502
70 793 640 1.537 701 582 0.57 687 264 -1.978 415 253 0.457 684 177 2.39 793 423 -0.389 709 644 -3.601 839 88 -0.891 433 662 3.334 911 101 0.69 60 260 -1.677 383 451 1.361
80 794 641 1.644 701 582 0.671 687 262 -1.991 433 262 0.47 684 177 2.502 802 420 -0.086 708 645 -3.679 848 77 -0.815 416 660 3.348 925 115 0.824 61 244 -1.256 388 469 1.233
90 795 642 1.75 702 582 0.771 686 261 -1.996 450 271 0.479 684 177 2.614 819 423 0.284 705 646 -3.744 856 73 -0.278 399 658 3.319 938 129 0.863 68 227 -1.066 394 485 1.119
100 795 643 1.839 702 583 0.857 685 259 -1.998 467 279 0.467 684 177 2.727 836 430 0.476 703 648 -3.773 870 74 0.296 382 656 3.195 950 143 0.856 78 209 -0.994 404 501 0.974
110 792 650 2.198 704 585 1.137 680 249 -2.035 479 286 0.585 686 176 2.673 852 439 0.545 690 658 -3.767 886 83 0.591 363 656 3.121 963 158 0.843 89 193 -0.968 416 517 0.906
120 781 658 2.768 705 590 1.36 680 248 -2.053 486 294 1.141 686 176 2.682 868 449 0.589 678 664 -3.472 902 95 0.703 344 657 3.075 977 173 0.839 100 176 -0.96 427 530 0.837
130 765 662 3.077 706 594 1.464 680 246 -2.065 489 311 1.565 687 175 2.757 882 460 0.659 662 666 -3.156 917 108 0.743 324 659 3.057 989 187 0.855 112 160 -0.956 440 542 0.681
140 764 663 3.191 706 595 1.503 679 245 -2.078 487 331 1.732 687 175 2.857 896 472 0.741 642 665 -2.986 932 122 0.756 307 660 3.098 999 200 0.985 123 144 -0.954 454 551 0.514
150 764 664 3.231 706 595 1.516 678 243 -2.083 484 349 1.774 687 175 2.965 910 485 0.803 623 661 -2.928 946 136 0.761 291 659 3.268 1007 215 1.166 134 129 -0.934 471 559 0.398
