0 366 125 0.879 362 405 -0.803 228 137 2.281 815 73 2.921 450 186 1.932 808 363 2.224 235 302 -0.104 942 356 -1.483 781 220 2.713 217 310 -2.402 395 83 0.654 78 369 -0.752
10 364 129 0.852 360 406 -0.506 229 135 2.266 827 85 3.313 461 209 1.663 815 365 2.392 271 296 -0.065 952 359 -1.091 783 218 2.619 199 323 -2.429 415 82 0.627 72 371 -0.291
20 365 130 0.804 358 406 0.05 230 133 2.268 827 85 4.183 463 220 1.066 815 365 3.16 271 296 0.021 952 359 -0.222 786 216 2.424 198 322 -2.477 416 82 0.567 68 372 -0.072
30 365 130 0.771 356 406 0.299 231 132 2.657 828 78 5.133 474 229 0.441 815 365 4.161 271 296 0.124 967 364 0.516 787 215 2.995 197 321 -2.509 417 83 0.496 80 372 -0.121
40 365 131 0.742 358 408 0.888 231 132 3.517 832 68 5.694 478 230 0.556 815 365 5.243 271 296 0.234 982 376 0.77 787 215 3.927 195 320 -2.525 418 83 0.421 92 368 -0.507
50 365 131 0.716 363 424 1.454 228 126 4.474 845 65 6.291 485 240 1.172 818 365 6.317 271 296 0.345 994 388 0.772 787 215 4.985 194 319 -2.531 419 84 0.345 99 360 -1.138
60 366 131 0.684 363 441 1.563 229 108 4.93 862 69 6.657 487 257 1.552 832 368 6.586 271 296 0.457 1007 399 0.675 796 208 5.831 194 319 -2.534 420 84 0.268 100 348 -1.861
70 366 131 0.624 365 458 1.439 233 93 4.898 878 77 6.816 486 277 1.697 847 372 6.559 271 296 0.57 1018 407 0.678 811 203 5.985 193 318 -2.534 421 84 0.191 91 339 -2.584
80 366 131 0.554 368 476 1.332 234 77 4.747 894 87 6.893 483 296 1.732 864 374 6.489 271 296 0.682 1022 414 1.234 827 198 5.846 193 318 -2.535 422 85 0.114 73 333 -2.941
90 366 131 0.49 374 491 1.136 235 68 4.997 909 98 6.929 481 312 1.646 882 378 6.484 271 296 0.795 1022 431 1.724 840 191 5.756 191 317 -2.534 424 85 0.037 60 331 -2.981
100 367 132 0.451 383 508 0.996 243 59 5.58 923 109 6.959 481 330 1.528 899 381 6.526 271 296 0.907 1017 449 1.925 845 187 5.727 190 316 -2.551 425 85 -0.04 55 328 -2.412
110 370 133 0.344 394 523 0.93 259 50 5.92 937 120 6.991 483 349 1.467 917 387 6.618 270 293 1.378 1009 467 1.998 854 182 5.722 176 307 -2.614 437 83 -0.263 49 316 -1.756
120 374 134 0.059 405 538 0.894 277 45 6.061 951 132 7.026 485 369 1.443 934 394 6.709 270 287 1.458 1000 486 2.023 865 175 5.766 165 302 -2.672 447 79 -0.467 50 297 -1.417
130 378 134 -0.189 413 548 0.961 296 42 6.117 962 143 7.15 487 388 1.442 951 402 6.753 270 286 1.631 991 503 2.033 880 167 5.786 161 300 -2.686 457 76 -0.133 54 278 -1.293
140 382 132 -0.41 418 560 1.335 316 38 6.137 974 158 7.237 490 407 1.463 968 411 6.782 270 286 2.423 983 520 2.052 897 158 5.797 157 298 -2.657 472 76 0.143 60 259 -1.25
150 394 125 -0.54 420 576 1.563 334 35 6.152 984 171 7.299 491 425 1.502 984 420 6.777 264 286 3.386 974 536 2.082 915 149 5.799 146 292 -2.634 479 80 0.747 67 240 -1.234
160 405 119 -0.509 419 595 1.672 351 30 6.19 993 184 7.392 492 444 1.554 1001 429 6.759 253 278 3.917 965 550 2.217 932 140 5.8 130 282 -2.596 486 94 1.291 74 221 -1.229
170 420 111 -0.403 418 612 1.676 354 30 6.268 1002 200 7.472 492 461 1.504 1009 433 6.972 242 265 4.01 953 563 2.352 939 137 6.139 114 272 -2.562 488 112 1.568 80 203 -1.211
180 425 110 -0.154 416 631 1.676 355 30 6.303 1009 218 7.521 495 471 1.081 1014 442 7.602 230 252 3.961 939 576 2.421 951 140 6.754 97 261 -2.548 487 132 1.675 86 188 -1.133
190 439 109 -0.022 417 647 1.697 357 30 6.318 1014 236 7.56 506 482 0.612 1014 458 8.041 217 241 3.847 925 588 2.467 964 151 7.155 81 250 -2.551 485 151 1.704 95 172 -0.994
200 458 109 0.03 415 653 2.141 359 30 6.325 1020 254 7.595 522 488 0.333 1007 476 8.282 204 232 3.879 910 600 2.505 975 167 7.322 75 245 -2.299 482 170 1.693 106 157 -0.922
210 474 110 0.132 404 660 2.754 361 30 6.33 1024 272 7.625 538 492 0.125 998 493 8.383 192 221 3.971 894 611 2.539 985 185 7.381 70 235 -1.673 481 186 1.594 118 142 -0.875
